id,material,harvest,site,productivity,species
551,vmax,2009,dourados,60.7,soy
552,vmax rr,2009,dourados,59.7,soy
553,brasmax potência rr,2009,dourados,58.5,soy
554,fts campo mourão rr,2009,dourados,57.5,soy
555,brs 268,2009,dourados,53.5,soy
556,brs favorita rr,2009,dourados,53.0,soy
557,m-soy 8001,2009,dourados,47.6,soy
558,cd 225 rr,2009,dourados,45.0,soy
559,brs 239,2009,dourados,57.3,soy
560,vmax rr,2009,dourados,56.7,soy
561,brasmax potência rr,2009,dourados,53.1,soy
562,cd 202,2009,dourados,50.3,soy
563,brs 246 rr,2009,dourados,50.3,soy
564,brs 284,2009,dourados,49.1,soy
565,brs charrua rr,2009,dourados,48.9,soy
566,brs 282,2009,dourados,47.3,soy
567,brs 245 rr,2009,dourados,47.2,soy
568,fts campo mourão rr,2009,dourados,46.2,soy
569,brs 283,2009,dourados,45.9,soy
570,vmax,2009,dourados,44.7,soy
571,brs favorita rr,2009,dourados,43.9,soy
572,cd 225 rr,2009,dourados,43.1,soy
573,m-soy 8001,2009,dourados,42.7,soy
574,brs 268,2009,dourados,37.2,soy
575,cd 219 rr,2009,dourados,35.8,soy
576,brs 232,2009,dourados,29.0,soy
577,brs 284,2009,maracaju,74.1,soy
578,na 5909 rg,2009,maracaju,72.7,soy
579,fps netuno rr,2009,maracaju,71.2,soy
580,m-soy 8001,2009,maracaju,70.5,soy
581,brasmax potência rr,2009,maracaju,70.1,soy
582,na 4990 rr,2009,maracaju,69.5,soy
583,brasmax força rr,2009,maracaju,66.2,soy
584,brs 245 rr,2009,maracaju,66.2,soy
585,vmax,2009,maracaju,65.0,soy
586,brs 282,2009,maracaju,64.8,soy
587,brs 268,2009,maracaju,64.6,soy
588,fts campo mourão rr,2009,maracaju,63.7,soy
589,brs 283,2009,maracaju,62.7,soy
590,vmax rr,2009,maracaju,62.2,soy
591,cd 202,2009,maracaju,60.9,soy
592,brs 239,2009,maracaju,60.5,soy
593,brs favorita rr,2009,maracaju,59.8,soy
594,brs 246 rr,2009,maracaju,59.5,soy
595,cd 225 rr,2009,maracaju,57.3,soy
596,brs 232,2009,maracaju,55.7,soy
597,cd 219 rr,2009,maracaju,52.3,soy
598,igra 518 rr,2009,maracaju,69.9,soy
599,brasmax potência rr,2009,maracaju,69.6,soy
600,brs 282,2009,maracaju,68.7,soy
601,brs 232,2009,maracaju,68.6,soy
602,cd 234 rr,2009,maracaju,68.3,soy
603,m6707 rr,2009,maracaju,68.3,soy
604,na 6086 rr,2009,maracaju,68.0,soy
605,brasmax força rr,2009,maracaju,68.0,soy
606,brs 245 rr,2009,maracaju,67.8,soy
607,na 7255 rr,2009,maracaju,67.1,soy
608,cd 237 rr,2009,maracaju,66.7,soy
609,fts campo mourão rr,2009,maracaju,66.6,soy
610,brs 239,2009,maracaju,66.5,soy
611,cd 202,2009,maracaju,66.4,soy
612,igra 628 rr,2009,maracaju,66.2,soy
613,fps júpiter rr,2009,maracaju,66.1,soy
614,igra 728 rr,2009,maracaju,66.0,soy
615,fps netuno rr,2009,maracaju,65.6,soy
616,5d711 rr,2009,maracaju,65.5,soy
617,brs 246 rr,2009,maracaju,65.4,soy
618,na 5909 rg,2009,maracaju,65.0,soy
619,igra 516 rr,2009,maracaju,64.9,soy
620,na 4990 rr,2009,maracaju,64.5,soy
621,igra 626 rr,2009,maracaju,63.3,soy
622,5d660 rr,2009,maracaju,63.2,soy
623,5d688 rr,2009,maracaju,63.1,soy
624,na 7321 rr,2009,maracaju,62.8,soy
625,cd 221,2009,maracaju,62.6,soy
626,vmax rr,2009,maracaju,62.5,soy
627,m-soy 7908 rr,2009,maracaju,61.7,soy
628,m-soy 8001,2009,maracaju,61.5,soy
629,syn 3358 rr,2009,maracaju,61.4,soy
630,syn 1049 rr,2009,maracaju,61.2,soy
631,cd 231 rr,2009,maracaju,60.9,soy
632,vmax,2009,maracaju,60.8,soy
633,brs 268,2009,maracaju,59.6,soy
634,brs favorita rr,2009,maracaju,59.3,soy
635,na 6411 rr,2009,maracaju,59.3,soy
636,brs 284,2009,maracaju,59.1,soy
637,cd 225 rr,2009,maracaju,58.9,soy
638,m-soy 7639 rr,2009,maracaju,56.3,soy
639,cd 219 rr,2009,maracaju,55.6,soy
640,fts 1156 rr cafelândia,2009,maracaju,54.7,soy
641,5d690 rr,2009,maracaju,54.6,soy
642,m6009 rr,2009,maracaju,53.6,soy
643,cd 233 rr,2009,maracaju,48.8,soy
644,brs 284,2009,maracaju,71.6,soy
645,brs 282,2009,maracaju,71.2,soy
646,brs 283,2009,maracaju,69.2,soy
647,brasmax potência rr,2009,maracaju,68.7,soy
648,syn 9074 rr,2009,maracaju,66.4,soy
649,brs 246 rr,2009,maracaju,66.3,soy
650,brs 239,2009,maracaju,66.2,soy
651,syn 9070 rr,2009,maracaju,65.9,soy
652,5d688 rr,2009,maracaju,65.6,soy
653,vmax,2009,maracaju,65.6,soy
654,brs charrua rr,2009,maracaju,65.0,soy
655,brasmax força rr,2009,maracaju,64.5,soy
656,cd 202,2009,maracaju,63.6,soy
657,brs 245 rr,2009,maracaju,63.6,soy
658,fps netuno rr,2009,maracaju,63.3,soy
659,na 4990 rr,2009,maracaju,62.3,soy
660,cd 239 rr,2009,maracaju,62.1,soy
661,brs 0268282,2009,maracaju,62.1,soy
662,fts 1156 rr cafelândia,2009,maracaju,61.1,soy
663,fts campo mourão rr,2009,maracaju,60.9,soy
664,na 6086 rr,2009,maracaju,60.9,soy
665,m6707 rr,2009,maracaju,60.8,soy
666,5d711 rr,2009,maracaju,59.9,soy
667,nk 7074 rr,2009,maracaju,59.9,soy
668,m-soy 8001,2009,maracaju,59.7,soy
669,na 7255 rr,2009,maracaju,59.6,soy
670,na 5909 rg,2009,maracaju,59.3,soy
671,fts cascavel rr,2009,maracaju,59.3,soy
672,5d690 rr,2009,maracaju,58.7,soy
673,vmax rr,2009,maracaju,58.6,soy
674,brs 232,2009,maracaju,58.4,soy
675,cd 235 rr,2009,maracaju,58.0,soy
676,m6009 rr,2009,maracaju,57.4,soy
677,na 6411 rr,2009,maracaju,56.3,soy
678,cd 236 rr,2009,maracaju,56.1,soy
679,brs 268,2009,maracaju,56.0,soy
680,na 7321 rr,2009,maracaju,55.9,soy
681,brs favorita rr,2009,maracaju,53.8,soy
682,5d660 rr,2009,maracaju,53.4,soy
683,cd 225 rr,2009,maracaju,52.5,soy
684,cd 219 rr,2009,maracaju,52.2,soy
685,brs 284,2009,maracaju,48.3,soy
686,brs 283,2009,maracaju,47.3,soy
687,fts campo mourão rr,2009,maracaju,46.5,soy
688,vmax rr,2009,maracaju,44.9,soy
689,cd 202,2009,maracaju,44.4,soy
690,brasmax potência rr,2009,maracaju,44.2,soy
691,brs 246 rr,2009,maracaju,44.0,soy
692,vmax,2009,maracaju,43.8,soy
693,brs 245 rr,2009,maracaju,43.0,soy
694,brs 239,2009,maracaju,40.7,soy
695,brs favorita rr,2009,maracaju,36.9,soy
696,m-soy 8001,2009,maracaju,34.7,soy
697,cd 225 rr,2009,maracaju,34.0,soy
698,brs 282,2009,maracaju,33.7,soy
699,brs 232,2009,maracaju,31.0,soy
700,cd 219 rr,2009,maracaju,27.0,soy
701,na 5909 rg,2009,naviraí,86.1,soy
702,brs 284,2009,naviraí,83.8,soy
703,brasmax potência rr,2009,naviraí,82.8,soy
704,fts campo mourão rr,2009,naviraí,79.3,soy
705,roos avance rr,2009,naviraí,77.2,soy
706,brs 283,2009,naviraí,75.7,soy
707,na 6086 rr,2009,naviraí,74.7,soy
708,cd 202,2009,naviraí,71.9,soy
709,brasmax força rr,2009,naviraí,71.0,soy
710,vmax rr,2009,naviraí,70.7,soy
711,vmax,2009,naviraí,68.9,soy
712,fps netuno rr,2009,naviraí,68.9,soy
713,cd 241 rr,2009,naviraí,68.7,soy
714,m-soy 8001,2009,naviraí,68.3,soy
715,brs 282,2009,naviraí,68.0,soy
716,brs 232,2009,naviraí,67.5,soy
717,brs 245 rr,2009,naviraí,67.4,soy
718,na 4990 rr,2009,naviraí,67.1,soy
719,m-soy 7211 rr,2009,naviraí,67.0,soy
720,na 6411 rr,2009,naviraí,63.8,soy
721,cd 219 rr,2009,naviraí,63.4,soy
722,brs 239,2009,naviraí,63.3,soy
723,brs favorita rr,2009,naviraí,59.4,soy
724,cd 225 rr,2009,naviraí,55.4,soy
725,brs 246 rr,2009,naviraí,51.1,soy
726,na 5909 rg,2009,naviraí,75.1,soy
727,fps júpiter rr,2009,naviraí,74.5,soy
728,brs 284,2009,naviraí,71.9,soy
729,fps netuno rr,2009,naviraí,70.9,soy
730,brasmax potência rr,2009,naviraí,69.1,soy
731,vmax rr,2009,naviraí,68.9,soy
732,syn 9070 rr,2009,naviraí,68.6,soy
733,cd 202,2009,naviraí,67.2,soy
734,syn 9074 rr,2009,naviraí,66.7,soy
735,brs 245 rr,2009,naviraí,66.5,soy
736,fts campo mourão rr,2009,naviraí,66.1,soy
737,na 4990 rr,2009,naviraí,65.5,soy
738,cd 219 rr,2009,naviraí,64.9,soy
739,m-soy 8001,2009,naviraí,64.6,soy
740,syn 3358 rr,2009,naviraí,64.0,soy
741,cd 237 rr,2009,naviraí,63.9,soy
742,cd 234 rr,2009,naviraí,63.4,soy
743,tmg 1066 rr,2009,naviraí,63.4,soy
744,m-soy 7639 rr,2009,naviraí,63.0,soy
745,m6009 rr,2009,naviraí,62.8,soy
746,brs 282,2009,naviraí,62.0,soy
747,brs 268,2009,naviraí,61.7,soy
748,cd 233 rr,2009,naviraí,60.6,soy
749,cd 231 rr,2009,naviraí,60.4,soy
750,brs 232,2009,naviraí,60.3,soy
751,m6707 rr,2009,naviraí,60.3,soy
752,tmg 1067 rr,2009,naviraí,60.1,soy
753,brs 239,2009,naviraí,59.7,soy
754,brs favorita rr,2009,naviraí,59.5,soy
755,5d688 rr,2009,naviraí,59.4,soy
756,tmg 3003 rr,2009,naviraí,59.0,soy
757,5d660 rr,2009,naviraí,58.2,soy
758,m-soy 7908 rr,2009,naviraí,58.1,soy
759,na 7255 rr,2009,naviraí,57.9,soy
760,tmg 4001 rr,2009,naviraí,57.1,soy
761,na 7321 rr,2009,naviraí,56.4,soy
762,vmax,2009,naviraí,56.2,soy
763,na 6086 rr,2009,naviraí,55.9,soy
764,tmgmt 52756 rr,2009,naviraí,55.6,soy
765,cd 221,2009,naviraí,55.3,soy
766,tmgmt 52052 rr,2009,naviraí,53.3,soy
767,tmg 958 b,2009,naviraí,52.5,soy
768,5d690 rr,2009,naviraí,52.4,soy
769,brs 246 rr,2009,naviraí,50.6,soy
770,syn 1049 rr,2009,naviraí,49.5,soy
771,cd 225 rr,2009,naviraí,46.9,soy
772,5d711 rr,2009,naviraí,46.5,soy
773,na 6086 rr,2009,naviraí,79.2,soy
774,syn 9070 rr,2009,naviraí,76.9,soy
775,igra 516 rr,2009,naviraí,74.2,soy
776,na 7321 rr,2009,naviraí,72.2,soy
777,igra 626 rr,2009,naviraí,70.2,soy
778,igra 628 rr,2009,naviraí,69.2,soy
779,cd 219 rr,2009,naviraí,67.3,soy
780,brs 284,2009,naviraí,67.1,soy
781,igra 518 rr,2009,naviraí,66.9,soy
782,m6009 rr,2009,naviraí,66.1,soy
783,igra 728 rr,2009,naviraí,63.2,soy
784,na 4990 rr,2009,naviraí,62.9,soy
785,m6707 rr,2009,naviraí,62.3,soy
786,na 5909 rg,2009,naviraí,62.2,soy
787,fps júpiter rr,2009,naviraí,61.6,soy
788,brasmax potência rr,2009,naviraí,61.0,soy
789,na 7255 rr,2009,naviraí,60.7,soy
790,syn 3358 rr,2009,naviraí,60.6,soy
791,brs favorita rr,2009,naviraí,60.2,soy
792,5d690 rr,2009,naviraí,59.1,soy
793,cd 235 rr,2009,naviraí,57.6,soy
794,m-soy 8001,2009,naviraí,57.4,soy
795,brs 239,2009,naviraí,57.3,soy
796,fps netuno rr,2009,naviraí,57.0,soy
797,brs 246 rr,2009,naviraí,56.9,soy
798,5d688 rr,2009,naviraí,55.8,soy
799,vmax,2009,naviraí,55.6,soy
800,5d660 rr,2009,naviraí,55.6,soy
801,cd 236 rr,2009,naviraí,55.5,soy
802,cd 239 rr,2009,naviraí,55.1,soy
803,5d711 rr,2009,naviraí,54.0,soy
804,cd 202,2009,naviraí,53.7,soy
805,brs 232,2009,naviraí,46.8,soy
806,brs 282,2009,naviraí,44.7,soy
807,fts campo mourão rr,2009,naviraí,44.1,soy
808,cd 225 rr,2009,naviraí,42.9,soy
809,brs 245 rr,2009,naviraí,39.9,soy
810,vmax rr,2009,naviraí,54.4,soy
811,brs 268,2009,naviraí,52.8,soy
812,brs 284,2009,naviraí,51.6,soy
813,vmax,2009,naviraí,51.4,soy
814,fts campo mourão rr,2009,naviraí,50.5,soy
815,brs 239,2009,naviraí,48.3,soy
816,brasmax potência rr,2009,naviraí,48.2,soy
817,brs 282,2009,naviraí,45.0,soy
818,brs 246 rr,2009,naviraí,43.6,soy
819,brs 245 rr,2009,naviraí,43.0,soy
820,cd 202,2009,naviraí,40.8,soy
821,brs 232,2009,naviraí,38.6,soy
822,m-soy 8001,2009,naviraí,36.8,soy
823,cd 219 rr,2009,naviraí,36.8,soy
824,brs favorita rr,2009,naviraí,34.0,soy
825,cd 225 rr,2009,naviraí,27.3,soy
826,brs 284,2009,rio brilhante,65.7,soy
827,brasmax potência rr,2009,rio brilhante,64.9,soy
828,vmax rr,2009,rio brilhante,62.9,soy
829,cd 219 rr,2009,rio brilhante,61.9,soy
830,fts campo mourão rr,2009,rio brilhante,61.7,soy
831,brs 282,2009,rio brilhante,61.3,soy
832,brs favorita rr,2009,rio brilhante,61.0,soy
833,cd 202,2009,rio brilhante,60.9,soy
834,vmax,2009,rio brilhante,60.6,soy
835,brs 246 rr,2009,rio brilhante,60.5,soy
836,brs 245 rr,2009,rio brilhante,59.8,soy
837,brs 232,2009,rio brilhante,54.5,soy
838,m-soy 8001,2009,rio brilhante,53.7,soy
839,brs 283,2009,rio brilhante,51.3,soy
840,cd 225 rr,2009,rio brilhante,45.7,soy
841,brs 239,2009,rio brilhante,43.9,soy
842,na 4990 rr,2009,rio brilhante,68.5,soy
843,na 5909 rg,2009,rio brilhante,66.1,soy
844,brasmax força rr,2009,rio brilhante,64.9,soy
845,brs 245 rr,2009,rio brilhante,62.5,soy
846,brasmax turbo rr,2009,rio brilhante,61.5,soy
847,fts 1156 rr cafelândia,2009,rio brilhante,61.2,soy
848,brs 284,2009,rio brilhante,60.6,soy
849,m6009 rr,2009,rio brilhante,59.2,soy
850,vmax rr,2009,rio brilhante,58.3,soy
851,vmax,2009,rio brilhante,58.0,soy
852,cd 221,2009,rio brilhante,57.9,soy
853,brs 239,2009,rio brilhante,57.6,soy
854,brasmax potência rr,2009,rio brilhante,57.5,soy
855,na 7321 rr,2009,rio brilhante,56.3,soy
856,cd 237 rr,2009,rio brilhante,56.3,soy
857,brs 282,2009,rio brilhante,56.0,soy
858,m-soy 7908 rr,2009,rio brilhante,55.9,soy
859,cd 231 rr,2009,rio brilhante,55.9,soy
860,brs 268,2009,rio brilhante,55.0,soy
861,m6707 rr,2009,rio brilhante,53.4,soy
862,brs favorita rr,2009,rio brilhante,53.0,soy
863,cd 233 rr,2009,rio brilhante,52.0,soy
864,5d688 rr,2009,rio brilhante,51.3,soy
865,brs 246 rr,2009,rio brilhante,51.2,soy
866,m-soy 8001,2009,rio brilhante,50.5,soy
867,cd 202,2009,rio brilhante,50.2,soy
868,cd 219 rr,2009,rio brilhante,49.0,soy
869,na 7255 rr,2009,rio brilhante,47.6,soy
870,fts campo mourão rr,2009,rio brilhante,47.6,soy
871,5d660 rr,2009,rio brilhante,47.6,soy
872,5d711 rr,2009,rio brilhante,47.1,soy
873,cd 234 rr,2009,rio brilhante,46.7,soy
874,fps netuno rr,2009,rio brilhante,46.5,soy
875,fts cascavel rr,2009,rio brilhante,45.5,soy
876,brs 232,2009,rio brilhante,40.9,soy
877,5d690 rr,2009,rio brilhante,40.6,soy
878,cd 225 rr,2009,rio brilhante,36.4,soy
879,na 6411 rr,2009,rio brilhante,30.3,soy
880,brs 239,2009,rio brilhante,51.3,soy
881,brasmax turbo rr,2009,rio brilhante,50.1,soy
882,brs 284,2009,rio brilhante,50.1,soy
883,na 5909 rg,2009,rio brilhante,48.8,soy
884,cd 234 rr,2009,rio brilhante,48.6,soy
885,brs charrua rr,2009,rio brilhante,47.4,soy
886,brs favorita rr,2009,rio brilhante,47.2,soy
887,brs 245 rr,2009,rio brilhante,47.2,soy
888,cd 202,2009,rio brilhante,47.1,soy
889,na 4990 rr,2009,rio brilhante,47.0,soy
890,brs 246 rr,2009,rio brilhante,46.7,soy
891,fts campo mourão rr,2009,rio brilhante,46.5,soy
892,na 6411 rr,2009,rio brilhante,46.2,soy
893,5d688 rr,2009,rio brilhante,45.9,soy
894,brs 268,2009,rio brilhante,45.5,soy
895,vmax,2009,rio brilhante,45.4,soy
896,na 7321 rr,2009,rio brilhante,45.3,soy
897,cd 233 rr,2009,rio brilhante,45.1,soy
898,brasmax potência rr,2009,rio brilhante,45.0,soy
899,5d660 rr,2009,rio brilhante,44.9,soy
900,cd 237 rr,2009,rio brilhante,44.9,soy
901,brs 282,2009,rio brilhante,44.6,soy
902,brasmax força rr,2009,rio brilhante,44.5,soy
903,5d690 rr,2009,rio brilhante,44.3,soy
904,na 7255 rr,2009,rio brilhante,43.6,soy
905,fts cascavel rr,2009,rio brilhante,43.1,soy
906,fts 1156 rr cafelândia,2009,rio brilhante,43.0,soy
907,vmax rr,2009,rio brilhante,42.3,soy
908,cd 231 rr,2009,rio brilhante,41.9,soy
909,fps netuno rr,2009,rio brilhante,39.0,soy
910,cd 219 rr,2009,rio brilhante,38.9,soy
911,brs 232,2009,rio brilhante,35.5,soy
912,cd 225 rr,2009,rio brilhante,35.3,soy
913,m-soy 8001,2009,rio brilhante,34.5,soy
914,na 7255 rr,2009,são gabriel do oeste,80.4,soy
915,brs 283,2009,são gabriel do oeste,80.2,soy
916,brs 284,2009,são gabriel do oeste,78.1,soy
917,roos avance rr,2009,são gabriel do oeste,75.3,soy
918,brasmax potência rr,2009,são gabriel do oeste,74.4,soy
919,brs 295 rr,2009,são gabriel do oeste,73.1,soy
920,fps netuno rr,2009,são gabriel do oeste,70.5,soy
921,vmax rr,2009,são gabriel do oeste,70.4,soy
922,tmg 123 rr,2009,são gabriel do oeste,69.2,soy
923,na 7321 rr,2009,são gabriel do oeste,67.0,soy
924,na 5909 rg,2009,são gabriel do oeste,66.2,soy
925,m-soy 7639 rr,2009,são gabriel do oeste,66.0,soy
926,m-soy 7211 rr,2009,são gabriel do oeste,63.4,soy
927,m-soy 6101,2009,são gabriel do oeste,50.0,soy
928,fps júpiter rr,2009,são gabriel do oeste,70.0,soy
929,na 7321 rr,2009,são gabriel do oeste,68.1,soy
930,brs 282,2009,são gabriel do oeste,67.2,soy
931,brs 232,2009,são gabriel do oeste,67.0,soy
932,na 5909 rg,2009,são gabriel do oeste,66.7,soy
933,brs 283,2009,são gabriel do oeste,65.8,soy
934,igra 516 rr,2009,são gabriel do oeste,65.6,soy
935,brs 246 rr,2009,são gabriel do oeste,64.0,soy
936,brs 294 rr,2009,são gabriel do oeste,61.6,soy
937,brs 295 rr,2009,são gabriel do oeste,61.2,soy
938,brs 284,2009,são gabriel do oeste,61.1,soy
939,igra 518 rr,2009,são gabriel do oeste,60.8,soy
940,brs 245 rr,2009,são gabriel do oeste,60.7,soy
941,brs 243 rr,2009,são gabriel do oeste,60.7,soy
942,fts 1156 rr cafelândia,2009,são gabriel do oeste,60.3,soy
943,brs 255 rr,2009,são gabriel do oeste,59.7,soy
944,fps netuno rr,2009,são gabriel do oeste,59.6,soy
945,brs favorita rr,2009,são gabriel do oeste,59.4,soy
946,fts campo mourão rr,2009,são gabriel do oeste,58.1,soy
947,igra 626 rr,2009,são gabriel do oeste,57.9,soy
948,na 7255 rr,2009,são gabriel do oeste,57.8,soy
949,m-soy 7908 rr,2009,são gabriel do oeste,57.2,soy
950,cd 247 rr,2009,são gabriel do oeste,57.1,soy
951,nk 9074 rr,2009,são gabriel do oeste,56.9,soy
952,cd 242 rr,2009,são gabriel do oeste,56.9,soy
953,cd 237 rr,2009,são gabriel do oeste,56.3,soy
954,cd 230 rr,2009,são gabriel do oeste,55.8,soy
955,fts cascavel rr,2009,são gabriel do oeste,55.6,soy
956,anta 82 rr,2009,são gabriel do oeste,55.6,soy
957,igra 728 rr,2009,são gabriel do oeste,53.3,soy
958,5g770 rr,2009,são gabriel do oeste,51.8,soy
959,cd 244 rr,2009,são gabriel do oeste,51.5,soy
960,5g830 rr,2009,são gabriel do oeste,42.5,soy
961,5g830 rr,2009,são gabriel do oeste,52.0,soy
962,brasmax potência rr,2009,são gabriel do oeste,51.6,soy
963,na 5909 rg,2009,são gabriel do oeste,46.0,soy
964,brs favorita rr,2009,são gabriel do oeste,44.7,soy
965,nk 9074 rr,2009,são gabriel do oeste,42.8,soy
966,na 7255 rr,2009,são gabriel do oeste,42.3,soy
967,brasmax força rr,2009,são gabriel do oeste,42.3,soy
968,anta 82 rr,2009,são gabriel do oeste,40.9,soy
969,cd 219 rr,2009,são gabriel do oeste,35.1,soy
970,5g770 rr,2009,são gabriel do oeste,32.6,soy
971,m-soy 7908 rr,2009,sidrolândia,80.9,soy
972,brasmax potência rr,2009,sidrolândia,76.7,soy
973,brs 282,2009,sidrolândia,67.2,soy
974,brasmax turbo rr,2009,sidrolândia,66.4,soy
975,m-soy 7639 rr,2009,sidrolândia,64.2,soy
976,fts campo mourão rr,2009,sidrolândia,64.0,soy
977,cd 219 rr,2009,sidrolândia,63.6,soy
978,brs 239,2009,sidrolândia,62.6,soy
979,brasmax força rr,2009,sidrolândia,62.5,soy
980,brs 284,2009,sidrolândia,62.2,soy
981,m-soy 8001,2009,sidrolândia,61.1,soy
982,fps netuno rr,2009,sidrolândia,60.5,soy
983,cd 202,2009,sidrolândia,60.5,soy
984,vmax rr,2009,sidrolândia,59.7,soy
985,cd 237 rr,2009,sidrolândia,59.7,soy
986,vmax,2009,sidrolândia,59.3,soy
987,brs favorita rr,2009,sidrolândia,59.0,soy
988,brs 245 rr,2009,sidrolândia,58.4,soy
989,brs 268,2009,sidrolândia,57.8,soy
990,brs 246 rr,2009,sidrolândia,57.3,soy
991,5d690 rr,2009,sidrolândia,55.7,soy
992,cd 234 rr,2009,sidrolândia,55.4,soy
993,5d660 rr,2009,sidrolândia,54.8,soy
994,cd 233 rr,2009,sidrolândia,53.0,soy
995,cd 231 rr,2009,sidrolândia,52.9,soy
996,cd 221,2009,sidrolândia,52.5,soy
997,brs 232,2009,sidrolândia,52.5,soy
998,m6707 rr,2009,sidrolândia,51.8,soy
999,m6009 rr,2009,sidrolândia,50.7,soy
1000,5d711 rr,2009,sidrolândia,47.1,soy
1001,5d688 rr,2009,sidrolândia,46.0,soy
1002,cd 225 rr,2009,sidrolândia,45.5,soy
1003,brs 245 rr,2010,anastácio,44.2,soy
1004,brs 246 rr,2010,anastácio,43.1,soy
1005,fts campo mourão rr,2010,anastácio,43.0,soy
1006,brasmax potência rr,2010,anastácio,42.9,soy
1007,brs favorita rr,2010,anastácio,41.9,soy
1008,m-soy 7908 rr,2010,anastácio,40.6,soy
1009,fundacep 59 rr,2010,anastácio,37.8,soy
1010,vmax rr,2010,anastácio,35.7,soy
1011,tmg 1066 rr,2010,anastácio,34.5,soy
1012,syn 7074 rr,2010,anastácio,34.2,soy
1013,syn 9070 rr,2010,anastácio,32.8,soy
1014,na 7255 rr,2010,anastácio,30.4,soy
1015,brasmax força rr,2010,anastácio,30.3,soy
1016,syn 9078 rr,2010,anastácio,29.4,soy
1017,na 5909 rg,2010,anastácio,25.9,soy
1018,brasmax magna rr,2010,anastácio,25.2,soy
1019,brasmax turbo rr,2010,anastácio,25.1,soy
1020,na 4990 rr,2010,anastácio,16.3,soy
1021,brasmax titan rr,2010,antônio joão,74.1,soy
1022,brs 245 rr,2010,antônio joão,73.3,soy
1023,na 5909 rg,2010,antônio joão,73.1,soy
1024,brs 284,2010,antônio joão,72.9,soy
1025,igra 510 rr,2010,antônio joão,72.8,soy
1026,brs 295 rr,2010,antônio joão,72.1,soy
1027,brs 283,2010,antônio joão,70.3,soy
1028,brasmax apolo rr,2010,antônio joão,69.2,soy
1029,igra 628 rr,2010,antônio joão,69.1,soy
1030,brs 282,2010,antônio joão,68.8,soy
1031,na 4990 rr,2010,antônio joão,68.3,soy
1032,brasmax turbo rr,2010,antônio joão,67.8,soy
1033,cd 241 rr,2010,antônio joão,67.3,soy
1034,brs 316 rr,2010,antônio joão,66.8,soy
1035,igra 516 rr,2010,antônio joão,66.6,soy
1036,brs 239,2010,antônio joão,66.2,soy
1037,don mario 7.0i rr,2010,antônio joão,66.2,soy
1038,brasmax potência rr,2010,antônio joão,66.0,soy
1039,brs 246 rr,2010,antônio joão,64.7,soy
1040,brs 317,2010,antônio joão,63.2,soy
1041,fts campo mourão rr,2010,antônio joão,62.7,soy
1042,igra 518 rr,2010,antônio joão,61.9,soy
1043,brs 294 rr,2010,antônio joão,61.2,soy
1044,m6707 rr,2010,antônio joão,60.9,soy
1045,igra 626 rr,2010,antônio joão,59.1,soy
1046,brasmax força rr,2010,antônio joão,57.2,soy
1047,fps júpiter rr,2010,antônio joão,56.7,soy
1048,brs 232,2010,antônio joão,56.2,soy
1049,vtop rr,2010,antônio joão,55.1,soy
1050,na 7255 rr,2010,aral moreira,68.8,soy
1051,syn 9070 rr,2010,aral moreira,68.7,soy
1052,vtop rr,2010,aral moreira,67.8,soy
1053,brasmax turbo rr,2010,aral moreira,67.4,soy
1054,fps júpiter rr,2010,aral moreira,66.9,soy
1055,syn 9074 rr,2010,aral moreira,66.4,soy
1056,cd 202,2010,aral moreira,65.1,soy
1057,brs 284,2010,aral moreira,64.3,soy
1058,vmax,2010,aral moreira,63.2,soy
1059,br sul-l-c,2010,aral moreira,63.0,soy
1060,fps netuno rr,2010,aral moreira,62.7,soy
1061,tmg 1066 rr,2010,aral moreira,62.6,soy
1062,brasmax potência rr,2010,aral moreira,62.5,soy
1063,tmg 1067 rr,2010,aral moreira,62.4,soy
1064,m-soy 7908 rr,2010,aral moreira,62.1,soy
1065,fts campo mourão rr,2010,aral moreira,60.4,soy
1066,ns 7100 rr,2010,aral moreira,60.3,soy
1067,brs 239,2010,aral moreira,60.0,soy
1068,tmg 7161 rr,2010,aral moreira,58.5,soy
1069,vmax rr,2010,aral moreira,58.2,soy
1070,na 5909 rg,2010,aral moreira,57.5,soy
1071,na 4990 rr,2010,aral moreira,56.6,soy
1072,cd 237 rr,2010,aral moreira,56.3,soy
1073,brs 245 rr,2010,aral moreira,56.2,soy
1074,brs 246 rr,2010,aral moreira,55.5,soy
1075,syn 1049 rr,2010,aral moreira,55.5,soy
1076,syn 7074 rr,2010,aral moreira,54.2,soy
1077,brs favorita rr,2010,aral moreira,52.2,soy
1078,brs valiosa rr,2010,aral moreira,50.2,soy
1079,brs 295 rr,2010,aral moreira,48.3,soy
1080,cd 219 rr,2010,aral moreira,47.2,soy
1081,fundacep 62 rr,2010,aral moreira,42.6,soy
